,play_id,play_type,play_description,play_description_short,away_score,home_score,quarter,seconds_remaining_in_quarter,clock_display_value,scoring_play,play_score_value,posteam,start_down,start_yards_to_go,start_yards_to_endzone,end_down,end_yards_to_go,end_yards_to_endzone,yards_gained
68,4013263171733,Rush,(1:10) (Shotgun) D.Swift up the middle to DET 21 for -4 yards (N.Bosa).,"D'Andre Swift Rush , Loss of 4 Yrds",28,10,2,70.0,1:10,False,0,DET,1,10,75,2,14,79,-4
69,4013263171758,Timeout,Timeout #1 by SF at 01:07.,Timeout #1 SF,28,10,2,67.0,1:07,False,0,DET,2,14,79,2,14,79,0
70,4013263171775,Sack,(1:07) J.Goff sacked at DET 15 for -6 yards (D.Ford).,Jared Goff Sacked by Dee Ford For 6 Yrd Loss to DET 15,28,10,2,67.0,1:07,False,0,DET,2,14,79,3,20,85,-6
71,4013263171794,Timeout,Timeout #2 by SF at 01:03.,Timeout #2 SF,28,10,2,63.0,1:03,False,0,DET,3,20,85,3,20,85,0
72,4013263171811,Pass Reception,"(1:03) (Shotgun) J.Goff pass short right to J.Williams to DET 22 for 7 yards (K.Williams; F.Warner). Penalty on DET-M.Nelson, Offensive Holding, declined.","Jared Goff Pass for 7 Yrds, Jamaal Williams Pass From Jared Goff for 7 Yrds, Matt Nelson Penalty Dec",28,10,2,63.0,1:03,False,0,DET,3,20,85,1,10,0,7
73,4013263171846,Punt,"(:56) J.Fox punts 57 yards to SF 21, Center-S.Daly. B.Aiyuk pushed ob at SF 28 for 7 yards (J.Cabinda).","Jack Fox 57 Yrd Punt to SF 21 , Brandon Aiyuk 7 Yrd Return to 28",28,10,2,56.0,0:56,False,0,DET,4,13,79,2,7,22,7
74,4013263171876,Pass Reception,"(:44) (Shotgun) J.Garoppolo pass short middle to D.Samuel pushed ob at SF 42 for 14 yards (T.Walker). PENALTY on DET-W.Harris, Face Mask (15 Yards), 15 yards, enforced at SF 42.","Jimmy Garoppolo Pass for 14 Yrds, Deebo Samuel Pass From Jimmy Garoppolo for 14 Yrds, Will Harris 15",28,10,2,44.0,0:44,False,0,SF,1,10,72,1,10,43,29
75,4013263171916,Pass Incompletion,(:39) (Shotgun) J.Garoppolo pass incomplete short left to G.Kittle (A.Oruwariye).,"Jimmy Garoppolo Incomplete Pass, Int'd For George Kittle",28,10,2,39.0,0:39,False,0,SF,1,10,43,2,10,43,0
76,4013263171938,Pass Reception,(:35) J.Garoppolo pass short left to T.Sherfield to DET 25 for 18 yards (A.Anzalone).,Jimmy Garoppolo  Pass Complete for 18 Yrds to Trent Sherfield,28,10,2,35.0,0:35,False,0,SF,2,10,43,1,10,25,18
77,4013263171962,Timeout,Timeout #3 by SF at 00:28.,Timeout #3 SF,28,10,2,28.0,0:28,False,0,SF,1,10,25,1,10,25,0
78,4013263171979,Rush,(:28) (Shotgun) J.Garoppolo scrambles up the middle to DET 22 for 3 yards (A.Anzalone).,Jimmy Garoppolo 3 Yrd Rush,28,10,2,28.0,0:28,False,0,SF,1,10,25,2,7,22,3
79,4013263172000,Pass Incompletion,(:13) (No Huddle) J.Garoppolo spiked the ball to stop the clock.,Jimmy Garoppolo Spikes Ball to Stop Clock,28,10,2,28.0,0:28,False,0,SF,2,7,65,1,10,65,0
80,4013263172034,Pass Incompletion,(:12) (Shotgun) J.Garoppolo pass incomplete short left. Ball thrown away.,"Jimmy Garoppolo Incomplete Pass, Int'd For",28,10,2,12.0,0:12,False,0,SF,3,7,22,4,7,22,0
81,4013263172060,Field Goal Good,Robbie Gould 40 Yd Field Goal ,Robbie Gould 40 Yd Field Goal ,31,10,2,3.0,0:03,True,3,SF,4,7,22,-1,10,65,40
82,4013263172085,Kickoff Return (Offense),R.Gould kicks 56 yards from SF 35 to DET 9. G.Igwebuike to DET 10 for 1 yard (S.Ebukam).,"Robbie Gould 56 Yrd Kickoff , Godwin Igwebuike 1 Yrd Return",31,10,2,3.0,0:03,False,0,SF,0,0,65,-1,10,65,1
83,4013263172107,End of Half,END QUARTER 2,End Quarter 2,31,10,2,0.0,0:00,False,0,N/A,0,0,0,1,10,65,0
84,4013263172126,Kickoff Return (Offense),A.Seibert kicks 62 yards from DET 35 to SF 3. A.Thomas to SF 19 for 16 yards (A.Pittman; J.Reeves-Maybin).,"Austin Seibert 62 Yrd Kickoff , Ambry Thomas 16 Yrd Return",31,10,3,900.0,15:00,False,0,DET,0,0,65,-1,10,81,16
85,4013263172148,Pass Reception,(14:55) J.Garoppolo pass short left to G.Kittle to DET 46 for 35 yards (T.Flowers).,Jimmy Garoppolo  Pass Complete for 35 Yrds to George Kittle,31,10,3,895.0,14:55,False,0,SF,1,10,81,1,10,46,35
86,4013263172172,Rush,(14:06) E.Mitchell right end to DET 44 for 2 yards (M.Brockers). DET-M.Brockers was injured during the play.,Elijah Mitchell 2 Yrd Rush,31,10,3,846.0,14:06,False,0,SF,1,10,46,2,8,44,2
87,4013263172196,Pass Reception,(13:36) (Shotgun) J.Garoppolo pass short middle to G.Kittle to DET 36 for 8 yards (T.Walker).,Jimmy Garoppolo  Pass Complete for 8 Yrds to George Kittle,31,10,3,816.0,13:36,False,0,SF,2,8,44,1,10,36,8
88,4013263172220,Rush,(12:53) E.Mitchell left end to DET 26 for 10 yards (T.Walker).,Elijah Mitchell 10 Yrd Rush,31,10,3,773.0,12:53,False,0,SF,1,10,36,1,10,26,10
89,4013263172241,Pass Incompletion,(12:12) J.Garoppolo pass incomplete short right to D.Samuel.,"Jimmy Garoppolo Incomplete Pass, Int'd For Deebo Samuel",31,10,3,732.0,12:12,False,0,SF,1,10,26,2,10,26,0
90,4013263172263,Pass Incompletion,"(12:09) J.Garoppolo pass incomplete short middle. PENALTY on SF-J.Garoppolo, Intentional Grounding, 10 yards, enforced at DET 26.","Jimmy Garoppolo Incomplete Pass, Int'd For  , Jimmy Garoppolo -10 Yrd Penalty",31,10,3,729.0,12:09,False,0,SF,2,10,26,3,20,36,-10
91,4013263172296,Rush,(12:04) (Shotgun) T.Lance up the middle to DET 34 for 2 yards (W.Harris). #5-T. Lance in at QB for this play.,Trey Lance 2 Yrd Rush,31,10,3,724.0,12:04,False,0,SF,3,20,36,4,18,34,2
92,4013263172325,Field Goal Missed,"(11:25) R.Gould 52 yard field goal is No Good, Wide Right, Center-T.Pepper, Holder-M.Wishnowsky.",Robbie Gould Missed 52 Yrd FG Wide Right,31,10,3,685.0,11:25,False,0,SF,4,18,34,1,10,58,52
93,4013263172345,Pass Incompletion,(11:20) (Shotgun) J.Goff pass incomplete short right to K.Raymond.,"Jared Goff Incomplete Pass, Int'd For Kalif Raymond",31,10,3,680.0,11:20,False,0,DET,1,10,58,2,10,58,0
94,4013263172367,Pass Incompletion,"(11:16) (Shotgun) J.Goff pass incomplete deep left to T.Williams (J.Tartt). DET-T.Williams was injured during the play.  PENALTY on SF-J.Tartt, Unnecessary Roughness, 15 yards, enforced at DET 42 - No Play.","Jared Goff Incomplete Pass, Int'd For Tyrell Williams , Jaquiski Tartt 15 Yrd Penalty",31,10,3,676.0,11:16,False,0,DET,2,10,58,3,9,43,15
95,4013263172400,Rush,(11:10) D.Swift up the middle to SF 42 for 1 yard (F.Warner).,D'Andre Swift 1 Yrd Rush,31,10,3,670.0,11:10,False,0,DET,1,10,43,2,9,42,1
96,4013263172421,Pass Incompletion,(10:33) (Shotgun) J.Goff pass incomplete short right to D.Swift [N.Bosa].,"Jared Goff Incomplete Pass, Int'd For D'Andre Swift",31,10,3,633.0,10:33,False,0,DET,2,9,91,1,10,91,0
97,4013263172447,Pass Incompletion,(10:27) (Shotgun) J.Goff pass incomplete short right to J.Williams [K.Williams].,"Jared Goff Incomplete Pass, Int'd For Jamaal Williams",31,10,3,627.0,10:27,False,0,DET,3,9,86,1,10,86,0
98,4013263172469,Penalty,"(10:23) (Punt formation) PENALTY on DET, Delay of Game, 5 yards, enforced at SF 42 - No Play.",DET 5 Yrd Penalty,31,10,3,627.0,10:27,False,0,DET,4,9,42,1,10,47,5
99,4013263172492,Punt,"(10:23) J.Fox punts 38 yards to SF 9, Center-S.Daly, fair catch by M.Sanu.","Jack Fox 38 Yrd Punt, Fair Catch by Mohamed Sanu Sr. at SF 9",31,10,3,623.0,10:23,False,0,DET,4,14,47,2,3,91,0
100,4013263172511,Rush,(10:16) E.Mitchell right end to SF 16 for 7 yards (M.Brockers).,Elijah Mitchell 7 Yrd Rush,31,10,3,616.0,10:16,False,0,SF,1,10,91,2,3,84,7
101,4013263172532,Rush,(9:34) E.Mitchell up the middle to SF 19 for 3 yards (T.Flowers).,Elijah Mitchell 3 Yrd Rush,31,10,3,574.0,9:34,False,0,SF,2,3,84,1,10,81,3
102,4013263172553,Pass Incompletion,(8:51) (Shotgun) J.Garoppolo pass incomplete short middle to D.Samuel.,"Jimmy Garoppolo Incomplete Pass, Int'd For Deebo Samuel",31,10,3,531.0,8:51,False,0,SF,1,10,81,2,10,81,0
103,4013263172575,Rush,(8:48) (Shotgun) E.Mitchell up the middle to SF 21 for 2 yards (J.Collins).,Elijah Mitchell 2 Yrd Rush,31,10,3,528.0,8:48,False,0,SF,2,10,81,1,10,79,2
104,4013263172596,Passing Touchdown,Deebo Samuel 79 Yd pass from Jimmy Garoppolo (Robbie Gould Kick),Deebo Samuel 79 Yd pass from Jimmy Garoppolo (Robbie Gould Kick),38,10,3,474.0,7:54,True,6,SF,3,8,79,-1,10,44,79
105,4013263172637,Kickoff,"R.Gould kicks 65 yards from SF 35 to end zone, Touchback.","Robbie Gould 65 Yrd Kickoff, TB",38,10,3,474.0,7:54,False,0,SF,0,0,65,1,10,100,0
106,4013263172652,Rush,(7:54) J.Goff scrambles right end ran ob at DET 28 for 3 yards (K.Williams).,Jared Goff 3 Yrd Rush,38,10,3,474.0,7:54,False,0,DET,1,10,75,3,1,72,3
107,4013263172678,Rush,(7:15) J.Williams up the middle to DET 34 for 6 yards (J.Tartt).,Jamaal Williams 6 Yrd Rush,38,10,3,435.0,7:15,False,0,DET,2,7,72,3,1,66,6
108,4013263172699,Pass Incompletion,(6:40) J.Goff pass incomplete short right to J.Cabinda.,"Jared Goff Incomplete Pass, Int'd For Jason Cabinda",38,10,3,400.0,6:40,False,0,DET,3,1,66,4,1,66,0
109,4013263172721,Rush,(6:36) (Shotgun) J.Williams up the middle to DET 40 for 6 yards (A.Key).,Jamaal Williams 6 Yrd Rush,38,10,3,396.0,6:36,False,0,DET,4,1,66,1,10,60,6
110,4013263172742,Pass Reception,"(6:00) (Shotgun) J.Goff pass short middle to J.Williams to SF 49 for 11 yards (F.Warner, A.Al-Shaair).",Jared Goff  Pass Complete for 11 Yrds to Jamaal Williams,38,10,3,360.0,6:00,False,0,DET,1,10,60,1,10,15,11
111,4013263172766,Pass Reception,(5:17) (Shotgun) J.Goff pass short left to J.Williams to SF 43 for 6 yards (J.Verrett; A.Al-Shaair).,Jared Goff  Pass Complete for 6 Yrds to Jamaal Williams,38,10,3,317.0,5:17,False,0,DET,1,10,49,2,4,43,6
112,4013263172790,Passing Touchdown,"D'Andre Swift Pass From Jared Goff for 43 Yrds A.Seibert extra point is GOOD, Center-S.Daly, Holder-J.Fox.",D'Andre Swift 43 Yd pass from Jared Goff (Austin Seibert Kick),38,17,3,263.0,4:23,True,6,DET,2,4,43,-1,10,15,43
113,4013263172831,Kickoff Return (Offense),A.Seibert kicks 64 yards from DET 35 to SF 1. A.Thomas to SF 20 for 19 yards (G.Igwebuike).,"Austin Seibert 64 Yrd Kickoff , Ambry Thomas 19 Yrd Return",38,17,3,263.0,4:23,False,0,DET,0,0,65,-1,10,80,19
114,4013263172855,Rush,(4:18) (Shotgun) E.Mitchell up the middle to SF 21 for 1 yard (R.Okwara; A.Parker).,Elijah Mitchell 1 Yrd Rush,38,17,3,258.0,4:18,False,0,SF,1,10,80,1,10,79,1
115,4013263172876,Pass Reception,(3:40) J.Garoppolo pass short middle to D.Samuel to SF 37 for 16 yards (W.Harris).,Jimmy Garoppolo  Pass Complete for 16 Yrds to Deebo Samuel,38,17,3,220.0,3:40,False,0,SF,2,9,79,1,10,63,16
116,4013263172900,Pass Reception,(2:56) (Shotgun) J.Garoppolo pass short middle to D.Samuel to SF 39 for 2 yards (K.Strong).,Jimmy Garoppolo  Pass Complete for 2 Yrds to Deebo Samuel,38,17,3,176.0,2:56,False,0,SF,1,10,63,2,8,61,2
117,4013263172924,Rush,(2:09) E.Mitchell left end to SF 46 for 7 yards (J.Collins).,Elijah Mitchell 7 Yrd Rush,38,17,3,129.0,2:09,False,0,SF,2,8,61,3,1,54,7
118,4013263172945,Timeout,Timeout #1 by SF at 01:24.,Timeout #1 SF,38,17,3,84.0,1:24,False,0,SF,3,1,54,3,1,54,0
119,4013263172962,Rush,(1:24) #5-T. Lance in at QB for this play. (Shotgun) T.Lance left tackle to SF 45 for -1 yards (N.Williams; J.Collins).,"Trey Lance Rush , Loss of 1 Yrd",38,17,3,84.0,1:24,False,0,SF,3,1,54,4,2,55,-1
120,4013263172987,Punt,"(:41) M.Wishnowsky punts 43 yards to DET 12, Center-T.Pepper, out of bounds.",Mitch Wishnowsky 43 Yrd Punt to DET 12,38,17,3,41.0,0:41,False,0,SF,4,2,55,2,7,88,0
121,4013263173017,Pass Reception,(:34) (Shotgun) J.Goff pass short middle to A.St. Brown to DET 15 for 3 yards (F.Warner).,Jared Goff  Pass Complete for 3 Yrds to Amon-Ra St. Brown,38,17,3,34.0,0:34,False,0,DET,1,10,88,2,7,85,3
122,4013263173041,End Period,END QUARTER 3,End Quarter 3,38,17,3,0.0,0:00,False,0,N/A,2,0,85,2,7,85,0
123,4013263173060,Pass Incompletion,"(15:00) (Shotgun) J.Goff pass incomplete deep left to Q.Cephus. PENALTY on DET-Q.Cephus, Illegal Touch Pass, 0 yards, enforced at DET 15.","Jared Goff Incomplete Pass, Int'd For Quintez Cephus , Quintez Cephus 0 Yrd Penalty",38,17,4,900.0,15:00,False,0,DET,2,7,85,4,6,85,0
124,4013263173100,Sack,(14:31) (Shotgun) J.Goff sacked at DET 7 for -8 yards (N.Bosa).,Jared Goff Sacked by Nick Bosa For 8 Yrd Loss to DET 7,38,17,4,871.0,14:31,False,0,DET,3,7,85,4,15,93,-8
125,4013263173119,Punt,"(13:48) J.Fox punts 57 yards to SF 36, Center-S.Daly. M.Sanu to SF 47 for 11 yards (J.Jacobs).","Jack Fox 57 Yrd Punt to SF 36 , Mohamed Sanu Sr. 11 Yrd Return to 47",38,17,4,828.0,13:48,False,0,DET,4,15,64,1,10,53,11
126,4013263173144,Rush,(13:38) (Shotgun) E.Mitchell right end to SF 47 for no gain (J.Collins).,Elijah Mitchell Rush  For No Gain,38,17,4,818.0,13:38,False,0,SF,1,10,53,2,10,53,0
127,4013263173171,Pass Incompletion,(12:53) J.Garoppolo pass incomplete short left to T.Sherfield (J.Okudah).,"Jimmy Garoppolo Incomplete Pass, Int'd For Trent Sherfield",38,17,4,773.0,12:53,False,0,SF,2,10,53,3,10,53,0
128,4013263173195,Pass Reception,(12:47) (Shotgun) J.Garoppolo pass short right to J.Hasty to DET 38 for 15 yards (J.Okudah; W.Harris) [R.Okwara].,Jimmy Garoppolo  Pass Complete for 15 Yrds to JaMycal Hasty,38,17,4,767.0,12:47,False,0,SF,3,10,53,2,10,38,15
129,4013263173222,Rush,(12:03) (Shotgun) E.Mitchell left end to DET 38 for no gain (J.Collins; W.Harris).,Elijah Mitchell Rush  For No Gain,38,17,4,723.0,12:03,False,0,SF,1,10,38,4,6,38,0
130,4013263173255,Sack,(11:25) J.Garoppolo sacked at DET 46 for -8 yards (T.Walker).,Jimmy Garoppolo Sacked by Tracy Walker III For 8 Yrd Loss to DET 46,38,17,4,685.0,11:25,False,0,SF,2,10,38,3,18,46,-8
131,4013263173275,Pass Reception,(10:42) (Shotgun) J.Garoppolo pass short left to G.Kittle to DET 34 for 12 yards (K.Strong). DET-K.Strong was injured during the play. DET-J.Okudah was injured during the play. He is Out.,Jimmy Garoppolo  Pass Complete for 12 Yrds to George Kittle,38,17,4,642.0,10:42,False,0,SF,3,18,46,2,5,68,12
132,4013263173302,Field Goal Good,Robbie Gould 52 Yd Field Goal ,Robbie Gould 52 Yd Field Goal ,41,17,4,593.0,9:53,True,3,SF,4,6,34,-1,10,65,52
133,4013263173336,Kickoff,"R.Gould kicks 65 yards from SF 35 to end zone, Touchback.","Robbie Gould 65 Yrd Kickoff, TB",41,17,4,593.0,9:53,False,0,SF,0,0,65,1,10,100,0
134,4013263173351,Pass Reception,(9:53) (Shotgun) J.Goff pass short middle to T.Hockenson to DET 48 for 23 yards (F.Warner; J.Ward).,Jared Goff  Pass Complete for 23 Yrds to T.J. Hockenson,41,17,4,593.0,9:53,False,0,DET,1,10,75,1,10,25,23
135,4013263173375,Pass Reception,"(9:34) (No Huddle, Shotgun) J.Goff pass short left to T.Benson pushed ob at SF 47 for 5 yards (J.Verrett).",Jared Goff  Pass Complete for 5 Yrds to Trinity Benson,41,17,4,574.0,9:34,False,0,DET,1,10,52,3,10,52,5
136,4013263173404,Pass Reception,"(8:57) (Shotgun) J.Goff pass short left to A.St. Brown ran ob at SF 33 for 14 yards. PENALTY on DET-J.Jackson, Offensive Holding, 10 yards, enforced at SF 47 - No Play.","Jared Goff Pass for 14 Yrds, Amon-Ra St. Brown Pass From Jared Goff for 14 Yrds, Jonah Jackson 10 Yr",41,17,4,537.0,8:57,False,0,DET,2,5,47,2,15,57,-10
137,4013263173444,Pass Reception,"(8:26) (Shotgun) J.Goff pass short left to T.Hockenson to DET 49 for 6 yards (J.Verrett; A.Al-Shaair). PENALTY on SF-D.Ford, Defensive Offside, 5 yards, enforced at DET 43 - No Play.","Jared Goff Pass for 6 Yrds, T.J. Hockenson Pass From Jared Goff for 6 Yrds, Dee Ford 5 Yrd Pnlty",41,17,4,506.0,8:26,False,0,DET,2,15,57,2,10,52,5
138,4013263173479,Pass Incompletion,(7:54) (Shotgun) J.Goff pass incomplete short left to T.Benson. SF-J.Verrett was injured during the play.,"Jared Goff Incomplete Pass, Int'd For Trinity Benson",41,17,4,474.0,7:54,False,0,DET,2,10,52,3,10,52,0
139,4013263173504,Pass Reception,(7:50) (Shotgun) J.Goff pass short left to K.Raymond ran ob at SF 47 for 5 yards.,Jared Goff  Pass Complete for 5 Yrds to Kalif Raymond,41,17,4,470.0,7:50,False,0,DET,3,10,52,4,5,47,5
140,4013263173533,Pass Incompletion,"(7:34) (No Huddle, Shotgun) J.Goff pass incomplete short right to T.Benson.","Jared Goff Incomplete Pass, Int'd For Trinity Benson",41,17,4,451.0,7:31,False,0,DET,4,5,47,2,4,47,0
141,4013263173555,Rush,(7:28) E.Mitchell right tackle to DET 47 for 6 yards (A.Parker).,Elijah Mitchell 6 Yrd Rush,41,17,4,448.0,7:28,False,0,SF,1,10,53,2,4,47,6
142,4013263173576,Rush,(6:44) E.Mitchell left end to DET 47 for no gain (T.Flowers).,Elijah Mitchell Rush  For No Gain,41,17,4,404.0,6:44,False,0,SF,2,4,47,3,4,47,0
143,4013263173597,Pass Incompletion,(6:00) (Shotgun) J.Garoppolo pass incomplete short left to D.Samuel.,"Jimmy Garoppolo Incomplete Pass, Int'd For Deebo Samuel",41,17,4,360.0,6:00,False,0,SF,3,4,33,1,10,33,0
144,4013263173619,Punt,"(5:56) M.Wishnowsky punts 33 yards to DET 14, Center-T.Pepper, downed by SF-M.Harris.","Mitch Wishnowsky 0 Yrd Punt, Downed at DET 14",41,17,4,356.0,5:56,False,0,SF,4,4,47,1,10,86,0
145,4013263173638,Pass Reception,(5:45) (Shotgun) J.Goff pass short right to T.Benson to DET 17 for 3 yards (D.Lenoir).,Jared Goff  Pass Complete for 3 Yrds to Trinity Benson,41,17,4,344.0,5:44,False,0,DET,1,10,86,1,10,55,3
146,4013263173662,Pass Reception,"(5:24) (No Huddle, Shotgun) J.Goff pass short right to T.Hockenson ran ob at DET 27 for 10 yards.",Jared Goff  Pass Complete for 10 Yrds to T.J. Hockenson,41,17,4,324.0,5:24,False,0,DET,2,7,83,1,10,73,10
147,4013263173691,Pass Reception,(4:56) (Shotgun) J.Goff pass short middle to D.Swift to DET 32 for 5 yards (F.Warner). SF-J.Ward was injured during the play.,Jared Goff  Pass Complete for 5 Yrds to D'Andre Swift,41,17,4,296.0,4:56,False,0,DET,1,10,73,2,5,68,5
148,4013263173719,Pass Incompletion,(4:26) (Shotgun) J.Goff pass incomplete deep right to Q.Cephus.,"Jared Goff Incomplete Pass, Int'd For Quintez Cephus",41,17,4,266.0,4:26,False,0,DET,2,5,68,3,5,68,0
149,4013263173741,Pass Incompletion,"(4:19) (Shotgun) J.Goff pass incomplete short right to T.Benson. PENALTY on SF-D.Lenoir, Defensive Pass Interference, 13 yards, enforced at DET 32 - No Play.","Jared Goff Incomplete Pass, Int'd For Trinity Benson , Deommodore Lenoir 13 Yrd Penalty",41,17,4,259.0,4:19,False,0,DET,3,5,68,1,10,55,13
150,4013263173774,Pass Incompletion,(4:15) (Shotgun) J.Goff pass incomplete short middle to D.Swift (A.Al-Shaair).,"Jared Goff Incomplete Pass, Int'd For D'Andre Swift",41,17,4,255.0,4:15,False,0,DET,1,10,55,2,10,55,0
151,4013263173808,Pass Reception,(4:09) (Shotgun) J.Goff pass short right to D.Swift to SF 49 for 6 yards (D.Lenoir).,Jared Goff  Pass Complete for 6 Yrds to D'Andre Swift,41,17,4,249.0,4:09,False,0,DET,2,10,55,1,10,65,6
152,4013263173832,Pass Reception,"(3:47) (No Huddle, Shotgun) J.Goff pass short middle to D.Swift to SF 44 for 5 yards (D.Flannigan-Fowles).",Jared Goff  Pass Complete for 5 Yrds to D'Andre Swift,41,17,4,227.0,3:47,False,0,DET,3,4,49,1,10,44,5
